,ID,Surveyed Date,Surveyed Time,Surveyed End Date,What brings you to this neighborhood today?,How often do you visit the neighborhood?,How much time do you typically spend when you visit?,How do you typically get to this neighborhood? Select Primary (next: secondary),How do you typically get to this neighborhood? (select secondary),How much money do you typically spend when you visit? (at businesses in the area),"In this neighborhood, how often do you recognize someone by face or name?",This neighborhood is clean and well-maintained?,This neighborhood is safe?,This neighborhood is attractive?,This neighborhood is active and lively?,This neighborhood is a place where its easy to talk to others? (who I may not have known before),This neighborhood has a strong identity?,This neighborhood is in an area with a lot of noise?,"When you visit the neighborhood, how often are you accompanied by anyone under 16 years old?","When you visit the neighborhood, how often are you accompanied by anyone over 65 years old?","When you visit the neighborhood, how often are you accompanied by anyone mobility assisted?","When you visit the neighborhood, how often are you accompanied by anyone who is a family member?",What year were you born?,Your gender identity?,Your ethnic identity?,Your racial identity?,What is your home zipcode?,Is it raining?,Location,Location Between,Location Between AND,Side of street for this interview,I live here,I work here,Passing through en route to somewhere else,Clinic,To meet friends,To shop,Dentist,Joining brother at the dentist,For music / art,Going to/from school,To dine / drink,Attractions,Fun,Fresh air,Volunteer,lat,lng,frmt_addrss,zipcode,area,lat_lng_geotype
268,9525778,06/09/2015,12:18:13,06/09/2015 12:22:00 PM,I Live Here,Several times a week,10-30 minutes,On foot,Bus,$10-30,Sometimes,Don't Know / No Opinion,Moderately Agree,Moderately Agree,,Moderately Agree,,Moderately Agree,Never,Sometimes,Never,Sometimes,1985.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
269,9525779,06/09/2015,12:23:24,06/09/2015 12:26:00 PM,I Live Here,Several times a week,30 minutes - 1 hour,On foot,Bus,Greater than $30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Moderately Agree,Moderately Agree,Never,Often,Often,Often,1994.0,Female,Hispanic or Latino,BlackWhite,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
270,9525780,06/09/2015,12:30:07,06/09/2015 12:32:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,,,Moderately Disagree,Moderately Disagree,,,,,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
271,9525781,06/09/2015,12:34:43,06/09/2015 12:37:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1994.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
272,9525782,06/09/2015,12:38:43,06/09/2015 12:41:00 PM,I Live Here,Daily,10-30 minutes,On foot,Bus,None,Never,Moderately Disagree,,Moderately Disagree,,,,Moderately Agree,Never,Never,Never,Sometimes,1967.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
273,9525783,06/09/2015,12:52:26,06/09/2015 12:59:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Car,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Disagree,Never,Never,Never,Sometimes,,Female,Hispanic or Latino,White,91801.0,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
274,9528595,06/09/2015,14:21:30,06/09/2015 02:23:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,Bus,Greater than $30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Agree,,,,Moderately Agree,Never,Never,Never,Never,1967.0,Male,Hispanic or Latino,White,90031.0,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
275,9528596,06/09/2015,14:25:16,06/09/2015 02:27:00 PM,Passing through en route to somewhere else,Several times a week,30 minutes - 1 hour,Bus,Bus,,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1950.0,Female,Hispanic or Latino,White,90022.0,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
276,9528597,06/09/2015,14:28:35,06/09/2015 02:31:00 PM,"Passing through en route to somewhere else, To shop",,30 minutes - 1 hour,Bus,Bus,$10-30,Never,Moderately Agree,,Moderately Disagree,,Moderately Agree,,,Never,Sometimes,Never,Sometimes,,Male,Hispanic or Latino,White,90057.0,No,Cesar Chavez,,,North,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
277,9528598,06/09/2015,14:59:54,06/09/2015 03:04:00 PM,I Work Here,Daily,,On foot,Car,Greater than $30,Often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1982.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,North,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
278,9528599,06/09/2015,15:16:26,06/09/2015 03:36:00 PM,To shop,Several times a week,30 minutes - 1 hour,Car,Bus,$10-30,Often,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,1993.0,Male,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
279,9528600,06/09/2015,15:37:45,06/09/2015 03:40:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Never,Never,Never,,Female,Hispanic or Latino,White,91722.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
280,9528601,06/09/2015,15:41:24,06/09/2015 03:43:00 PM,I Live Here,Daily,30 minutes - 1 hour,On foot,Bus,$10-30,Never,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Agree,Never,Never,Never,Never,1973.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
281,9528602,06/09/2015,15:56:25,06/09/2015 03:58:00 PM,Passing through en route to somewhere else,Several times a week,10-30 minutes,Bus,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,,Moderately Disagree,Moderately Agree,Sometimes,Never,Never,Sometimes,,Female,Hispanic or Latino,White,,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
282,9528603,06/09/2015,16:00:39,06/09/2015 04:04:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,$5-10,Sometimes,,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Agree,,Moderately Agree,Sometimes,Never,Never,Sometimes,1970.0,Female,Hispanic or Latino,White,91770.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
283,9528604,06/09/2015,16:05:05,06/09/2015 04:07:00 PM,"I Live Here, I Work Here",Several times a week,30 minutes - 1 hour,Bus,Car,$10-30,Sometimes,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Never,Never,Never,Sometimes,1984.0,Male,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
284,9528605,06/09/2015,16:07:54,06/09/2015 04:10:00 PM,I Live Here,Several times a week,,Bus,Bus,Greater than $30,Never,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,,,,,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
285,9528607,06/09/2015,16:17:56,06/09/2015 04:21:00 PM,I Live Here,Daily,10-30 minutes,On foot,Bus,$10-30,Very often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1994.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
286,9528608,06/09/2015,16:21:08,06/09/2015 04:22:00 PM,I Live Here,Daily,10-30 minutes,On foot,Bus,$5-10,Often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Sometimes,2002.0,Female,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
287,9528609,06/09/2015,16:31:14,06/09/2015 04:43:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,$5-10,Never,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,,Male,Hispanic or Latino,White,,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
288,9528610,06/09/2015,16:43:15,06/09/2015 04:44:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,$5-10,Never,Moderately Disagree,Moderately Disagree,,Moderately Agree,Don't Know / No Opinion,Moderately Agree,Moderately Agree,Never,Never,Never,Sometimes,,Female,Hispanic or Latino,White,,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
289,9528611,06/09/2015,16:58:38,06/09/2015 05:01:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Car,Bus,$10-30,Sometimes,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Often,Never,Never,Often,1987.0,Male,Hispanic or Latino,White,91706.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
290,9528612,06/09/2015,17:09:00,06/09/2015 05:11:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,Bus,Greater than $30,Never,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Sometimes,Never,Never,Never,1980.0,Female,Hispanic or Latino,White,99022.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
291,9528613,06/09/2015,17:12:03,06/09/2015 05:14:00 PM,Passing through en route to somewhere else,Daily,10-30 minutes,Bus,Bus,None,Sometimes,Moderately Disagree,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Never,Never,Never,Never,1988.0,Male,Hispanic or Latino,White,90063.0,No,Cesar Chavez,,,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
292,9528614,06/09/2015,17:18:13,06/09/2015 05:20:00 PM,I Work Here,Daily,,Bus,Bus,Less than $5,Never,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,,Moderately Disagree,Never,Never,Never,Never,1978.0,Female,Hispanic or Latino,White,,Yes,Cesar Chavez,,,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
293,9528615,06/09/2015,17:45:02,06/09/2015 05:47:00 PM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Bus,Bus,$5-10,Never,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Agree,Never,Sometimes,Never,Sometimes,1996.0,Female,Hispanic or Latino,White,90026.0,No,Cesar Chavez,,,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
294,9528616,06/09/2015,17:47:41,06/09/2015 05:56:00 PM,"I Live Here, Passing through en route to somewhere else",Daily,,On foot,Bus,$5-10,Often,Moderately Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,,Sometimes,Sometimes,,Sometimes,1989.0,Male,Hispanic or Latino,White,90033.0,No,Cesar Chavez,,,South,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
295,9543579,06/10/2015,7:08:34,06/10/2015 07:12:00 AM,I Work Here,Once a week,10-30 minutes,Bus,Streetcar/Train,Less than $5,Sometimes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1985.0,Male,Non-Hispanic,White,,No,Hollywood,sycamore,La Brea,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.101545,-118.3433456,Hollywood Boulevard & North Sycamore Avenue,90028,Central LA,GEOMETRIC_CENTER
296,9543580,06/10/2015,7:16:20,06/10/2015 07:24:00 AM,Passing through en route to somewhere else,Daily,< 10 minutes,Streetcar/Train,Bus,None,Very often,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1978.0,Female,Hispanic or Latino,White,,No,Hollywood,sycamore,highland,North,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.101545,-118.3433456,Hollywood Boulevard & North Sycamore Avenue,90028,Central LA,GEOMETRIC_CENTER
297,9543581,06/10/2015,7:29:29,06/10/2015 07:32:00 AM,I Work Here,Daily,,Streetcar/Train,Streetcar/Train,$5-10,Sometimes,Moderately Disagree,Moderately Disagree,,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Never,Never,Never,Sometimes,1981.0,Female,Hispanic or Latino,White,91602.0,No,Hollywood,mccadden,las palmas,North,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015637,-118.3369984,Hollywood Boulevard & North McCadden Place,90028,Central LA,GEOMETRIC_CENTER
298,9543582,06/10/2015,7:34:26,06/10/2015 07:38:00 AM,I Live Here,Daily,,On foot,Bus,Less than $5,Never,Moderately Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Agree,Strongly Agree,Never,Often,Often,Never,1954.0,Female,Non-Hispanic,White,90028.0,No,Hollywood,las palmas,cherokee,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015734,-118.3361566,Hollywood Boulevard & North Las Palmas Avenue,90028,Central LA,GEOMETRIC_CENTER
299,9543583,06/10/2015,7:39:49,06/10/2015 07:43:00 AM,I Work Here,Several times a month,,Car,Car,$10-30,Very often,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1962.0,Male,Non-Hispanic,White,90210.0,No,Hollywood,cherokee,whitley,North,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015843,-118.3347598,Hollywood Boulevard & North Cherokee Avenue,90028,Central LA,GEOMETRIC_CENTER
300,9543584,06/10/2015,7:44:58,06/10/2015 07:50:00 AM,I Live Here,Daily,,On foot,Taxi,$10-30,Very often,,Strongly Disagree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1976.0,Female,Non-Hispanic,Black,90028.0,No,Hollywood,whitley,schrader,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1015921,-118.3333515,Hollywood Boulevard & Whitley Avenue,90028,Central LA,GEOMETRIC_CENTER
301,9543585,06/10/2015,8:06:47,06/10/2015 08:09:00 AM,I Live Here,Daily,,Car,On foot,$10-30,Very often,,Moderately Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Sometimes,Never,Sometimes,1988.0,Female,Non-Hispanic,White,90028.0,No,Hollywood,wilcox,cahuenga,North,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.10160219999999,-118.3310575,Hollywood Boulevard & Wilcox Avenue,90028,Central LA,GEOMETRIC_CENTER
302,9543586,06/10/2015,8:12:00,06/10/2015 08:14:00 AM,To shop,,,Car,Taxi,$10-30,Never,Moderately Disagree,,Moderately Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Often,Often,Never,Often,1977.0,Male,Non-Hispanic,Asian,,No,Hollywood,cahuenga,ivar,North,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.1016134,-118.3295531,Hollywood Boulevard & Cahuenga Boulevard,90028,Central LA,GEOMETRIC_CENTER
303,9543587,06/10/2015,8:19:41,06/10/2015 08:22:00 AM,To shop,,,Car,On foot,$10-30,Never,Moderately Disagree,,Moderately Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Often,Never,Often,1953.0,Male,Non-Hispanic,White,,No,Hollywood,vine,argyle,North,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
304,9543589,06/10/2015,8:26:52,06/10/2015 08:30:00 AM,I Work Here,Several times a week,,Bus,Bus,$5-10,Often,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1984.0,Female,Hispanic or Latino,White,90043.0,No,Hollywood,argyle,el centro,North,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.101644,-118.3252158,Hollywood Boulevard & Argyle Avenue,90028,Central LA,GEOMETRIC_CENTER
305,9543590,06/10/2015,8:38:42,06/10/2015 08:40:00 AM,Passing through en route to somewhere else,Several times a month,10-30 minutes,Streetcar/Train,Bus,Less than $5,Sometimes,,Moderately Disagree,,Moderately Agree,,Moderately Agree,Strongly Agree,Sometimes,Often,Sometimes,Often,1951.0,Female,Non-Hispanic,White,91206.0,No,Hollywood,vine,argyle,South,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
306,9543591,06/10/2015,8:42:18,06/10/2015 08:45:00 AM,I Live Here,Daily,,On foot,Car,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Sometimes,1979.0,Male,Non-Hispanic,Black,90028.0,No,Hollywood,vine,argyle,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1016345,-118.3267051,Hollywood Boulevard & Vine Street,90028,Central LA,GEOMETRIC_CENTER
307,9543592,06/10/2015,9:02:35,06/10/2015 09:05:00 AM,I Work Here,Several times a week,,Car,Car,$5-10,Sometimes,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Never,Never,Never,Never,1987.0,Female,Non-Hispanic,Black,90029.0,No,Hollywood,ivar,vine,South,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1016233,-118.3281864,Hollywood Boulevard & Ivar Avenue,90028,Central LA,GEOMETRIC_CENTER
308,9543593,06/10/2015,9:08:50,06/10/2015 09:10:00 AM,I Live Here,Daily,,Bike,On foot,$10-30,Sometimes,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Moderately Agree,Never,Never,Never,Never,1988.0,Male,Non-Hispanic,White,90028.0,No,Hollywood,cahuenga,cosmo,South,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1016134,-118.3295531,Hollywood Boulevard & Cahuenga Boulevard,90028,Central LA,GEOMETRIC_CENTER
